Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,SalePrice
2,0.5,0.5,0.125,0.375,0.132340554,0.125,-0.28855396,-0.095595315,-0.06480307,1,0.5,1,1,0.456230941,-0.794890864,-0.120200538,-0.335814055,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,139000
1,0.9,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,1.33696259,0.229243965,1,0.9,1,1,-0.011968078,1.995305375,-0.120200538,1.637618317,-0.819683508,-0.240978467,2.604629425,1.227164899,1.389546644,-0.211381153,0.7,1.52713303,325300
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.157874646,-0.958341348,1,0.9,1,2,-0.141304824,-0.794890864,-0.120200538,-0.775411816,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,139400
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.737836751,1.640213847,1,0.9,1,1,1.635782063,-0.794890864,-0.120200538,0.531963343,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,230000
1,0.7,0.5,0.125,0.916666667,0.86902419,0.125,-0.28855396,-0.831110828,-0.039729292,1,0.5,1,1,-0.2654681,-0.794890864,-0.120200538,-0.866756806,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,129900
2,0.5,0.5,0.375,0.625,-0.560492866,0.75,3.852302791,-0.822058329,0.005859395,1,0.9,1,1,-0.2654681,-0.794890864,-0.120200538,-0.866756806,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,154000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.260317449,1.159253192,1,0.9,1,1,1.131368754,-0.794890864,-0.120200538,0.160874324,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,256300
2,0.5,0.5,0.375,0.583333333,-0.459637368,0.625,2.724105293,-0.876373321,-0.358850106,1,0.5,1,1,-0.679345687,-0.794890864,-0.120200538,-1.171240103,-0.819683508,3.947456785,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.933809822,134800
1,0.9,0.5,0.125,0.916666667,1.697793281,0.125,-0.28855396,-0.183857177,1.473815137,1,0.9,1,1,1.400389186,-0.794890864,-0.120200538,0.358788467,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,306000
2,0.5,0.5,0.875,0.583333333,1.827151419,0.125,-0.28855396,-0.815268955,0.972339573,1,0.5,1,1,1.131368754,-0.794890864,-0.120200538,0.160874324,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,207500
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,-0.106910939,-1.225035171,1,0.3,2,1,-1.662304955,-0.794890864,-0.120200538,-1.894387935,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-2.287924233,-0.211381153,0.3,-1.549045535,68500
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.185032142,-0.930988136,1,0.5,2,1,-1.32861615,0.735364544,-0.120200538,-0.377680509,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,40000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.495381316,0.388804371,1,0.7,1,1,0.169103366,-0.794890864,-0.120200538,-0.547049343,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.7,-0.318574109,149350
1,0.9,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,1.508960064,0.402480978,1,0.9,1,1,0.184623775,-0.794890864,-0.120200538,-0.53563122,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,179900
2,0.5,0.5,0.125,0.625,1.259291116,0.125,-0.28855396,-0.42374839,0.776308216,1,0.7,1,1,1.390042246,-0.794890864,-0.120200538,0.351176385,-0.819683508,3.947456785,-1.025689392,1.227164899,1.389546644,-0.211381153,0.7,-0.318574109,165500
1,0.9,0.5,0.125,0.916666667,1.555280077,0.125,-0.28855396,-0.3603809,1.147856021,1,0.9,1,1,1.030486093,-0.794890864,-0.120200538,0.08665652,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.9,-0.318574109,277500
1,0.9,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,1.244174479,0.135787155,1,0.9,1,1,-0.079223186,2.228967129,-0.120200538,1.782247884,-0.819683508,-0.240978467,2.604629425,1.227164899,1.389546644,-0.211381153,0.7,1.52713303,309000
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.198911986,0.090198467,1,0.9,1,1,-0.169758908,-0.794890864,-0.120200538,-0.796345043,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,145000
2,0.5,0.5,0.125,0.625,1.686830727,0.125,-0.28855396,-1.093633288,0.546085344,1,0.7,1,1,0.347588075,-0.794890864,-0.120200538,-0.415740921,-0.819683508,3.947456785,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,153000
2,0.5,0.5,0.125,0.916666667,0.63004051,0.125,-0.28855396,-0.545957121,-0.000978908,1,0.5,1,1,-0.273228305,-0.794890864,-0.120200538,-0.872465868,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.7,-0.933809822,109000
1,0,0,0,0,-0.9726849,0.5,-0.28855396,-1.283735758,-2.410341049,1,0.5,2,4,-0.027488488,-0.794890864,-0.120200538,-0.69167891,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,4.327096548,0.3,-0.318574109,82000
2,0.5,0.5,0.125,0.625,0.437099558,0.125,-0.28855396,-0.276645288,0.069683558,1,0.9,1,1,0.417429918,-0.794890864,-0.120200538,-0.364359365,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,160000
2,0.5,0.5,0.875,0.583333333,1.147473064,0.125,-0.28855396,-0.416959016,0.666895366,1,0.7,1,1,0.427776857,-0.794890864,-0.120200538,-0.356747282,-0.819683508,3.947456785,-1.025689392,1.227164899,-1.062100607,-0.211381153,0.5,-0.933809822,170000
2,0.7,0.5,0.625,0.75,0.665120684,0.375,0.287942563,-1.283735758,-0.495616169,1,0.7,1,1,-0.720733445,-0.794890864,-0.120200538,-1.201688433,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.7,-0.933809822,144000
2,0.7,0.5,0.625,0.375,-0.35878187,0.583333333,2.75509973,-0.905793941,-0.272231599,1,0.5,1,1,-0.58104976,-0.794890864,-0.120200538,-1.09892532,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,130250
2,0.5,0.5,0.125,0.75,-0.580225463,0.583333333,2.84808304,-0.231382795,0.21100849,1,0.9,1,3,-0.032661958,-0.794890864,-0.120200538,-0.695484951,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,141000
1,0.9,0.5,0.125,0.916666667,0.027100034,0.125,-0.28855396,1.649273792,1.583227987,1,0.9,1,1,1.524552462,-0.794890864,-0.120200538,0.450133457,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.9,-0.318574109,319900
1,0.9,0.5,0.125,0.916666667,1.98939722,0.125,-0.28855396,-1.095896412,0.858367854,1,0.9,1,1,0.919256491,0.650604888,-0.120200538,1.205632639,1.107430697,-0.240978467,-1.025689392,1.227164899,-2.287924233,-0.211381153,0.7,-0.318574109,239686
1,0.7,0.5,0.625,0.916666667,-0.920064641,0.125,-0.28855396,2.409683676,1.364402287,1,0.9,1,1,1.27622591,-0.794890864,-0.120200538,0.267443478,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,249700
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.381923986,-0.732677344,1,0.7,1,1,-1.103570213,0.845323017,-0.120200538,-0.120772727,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,8.865574248,0.5,0.911897317,113000
2,0.5,0.5,0.125,0.583333333,0.700200857,0.125,-0.28855396,-0.849215825,-0.233481215,1,0.9,1,1,-0.537075266,-0.794890864,-0.120200538,-1.06657397,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,127000
1,0.7,0.5,0.625,0.916666667,-0.573647931,0.125,-0.28855396,0.101296529,-0.60047015,1,0.7,1,1,-0.953539588,0.753690956,-0.120200538,-0.086518356,-0.819683508,3.947456785,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,177000
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.562973959,-0.550322594,1,0.5,1,1,-0.89663142,-0.794890864,7.283690564,-0.646006415,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,114500
2,0.7,0.5,0.875,0.375,-0.744663775,0.916666667,4.125053835,-1.283735758,-0.550322594,1,0.5,2,1,-0.89663142,-0.794890864,-0.120200538,-1.331093835,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,110000
2,0.9,0.5,0.875,0.916666667,2.995759687,0.125,-0.28855396,-1.211315769,1.788377082,1,0.7,1,1,1.757358604,-0.794890864,-0.120200538,0.621405312,3.034544902,-0.240978467,-2.8408488,1.227164899,-3.513747859,-0.211381153,0.7,-0.933809822,385000
2,0.5,0.5,0.125,0.75,-0.130760745,0.125,-0.28855396,-1.283735758,-1.535038247,1,0.5,1,1,0.510552375,-0.794890864,-0.120200538,-0.295850623,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,130000
2,0.5,0.5,0.125,0.583333333,0.101645402,0.125,-0.28855396,0.832285792,0.837852945,1,0.7,1,1,0.678690144,-0.794890864,-0.120200538,-0.172154283,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.296661604,180500
1,0.7,0.5,0.125,0.916666667,0.450254623,0.125,-0.28855396,-0.557272745,-0.199289699,1,0.9,1,1,-0.464646689,0.936955077,-0.120200538,0.425394189,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,172500
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.662551443,-0.450027481,1,0.9,1,1,-0.782815083,1.175198434,-0.120200538,0.389236797,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,196500
1,0.9,0.5,0.875,0.125,-0.9726849,0.125,-0.28855396,1.907270003,0.803661429,1,0.9,1,1,0.681276879,2.684836629,-0.120200538,2.720437045,-0.819683508,-0.240978467,2.604629425,1.227164899,0.163723019,-0.211381153,0.7,2.142368743,438780
2,0.5,0.5,0.625,0.75,0.412981939,0.125,-0.28855396,-0.94879331,-0.632382232,1,0.9,1,1,-0.989753876,-0.794890864,-0.120200538,-1.399602577,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,124900
1,0.7,0.5,0.125,0.75,1.090467783,0.125,-0.28855396,-0.792637709,0.229243965,1,0.9,1,1,-0.011968078,-0.794890864,-0.120200538,-0.680260786,1.107430697,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.7,-0.933809822,158000
3,0.5,0.3,0.125,0.125,-0.9726849,0.125,-0.28855396,-0.084279692,-1.202240827,1,0.5,2,1,-1.504514125,0.419233936,-0.120200538,-0.769702755,-0.819683508,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.3,-0.318574109,101000
1,0.7,0.7,0.375,0.916666667,-0.920064641,0.125,-0.28855396,1.762430025,0.712484054,1,0.9,1,1,0.536419724,-0.794890864,-0.120200538,-0.276820417,-0.819683508,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.7,-0.318574109,202500
3,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.019824042,-1.097386845,1,0.7,1,1,-0.674172217,1.056076755,-0.120200538,0.370206591,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,1.52713303,140000
1,0.7,0.5,0.125,0.916666667,0.647580597,0.125,-0.28855396,-0.564062119,-0.000978908,1,0.9,1,1,-0.273228305,1.443222211,-0.120200538,0.986785269,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.911897317,219500
1,0.9,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,1.30301572,0.195052449,1,0.9,1,1,-0.050769102,2.251875144,-0.120200538,1.822211317,-0.819683508,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,1.52713303,317000
2,0.7,0.5,0.875,0.916666667,1.026884969,0.125,-0.28855396,1.058598258,2.027717692,1,0.5,1,1,2.701516848,-0.794890864,-0.120200538,1.316007834,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.296661604,180000
1,0.7,0.5,0.625,0.916666667,1.248328562,0.125,-0.28855396,-0.287960911,0.901677107,1,0.9,1,1,0.81837383,-0.794890864,-0.120200538,-0.06939117,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,0.296661604,226000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.406818358,-0.707603566,1,0.5,1,1,-1.075116129,-0.794890864,-0.120200538,-1.462402257,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,80000
2,0.5,0.5,0.125,0.583333333,0.349399125,0.125,-0.28855396,0.302714624,0.562041384,2,0.5,1,1,0.365695219,1.45696702,-0.120200538,1.468249483,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.296661604,225000
2,0.7,0.5,0.875,0.75,3.149235445,0.125,-0.28855396,-0.507484002,2.656841581,1,0.9,1,1,2.742904607,-0.794890864,-0.120200538,1.346456164,1.107430697,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.5,0.911897317,244000
2,0.5,0.5,0.125,0.75,0.266083714,0.125,-0.28855396,-0.650060855,-0.484218997,1,0.5,1,1,-0.821616107,-0.794890864,-0.120200538,-1.275906237,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,129500
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.599183953,-0.513851644,1,0.7,1,1,-0.71814671,1.113346793,-0.120200538,0.385430756,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,185000
2,0.5,0.5,0.125,0.75,-0.271081437,0.583333333,1.955443261,-0.369433398,0.065124689,1,0.7,1,1,-0.198212992,-0.794890864,-0.120200538,-0.81727827,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.318574109,144900
2,0.3,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,0.61728895,-0.495616169,1,0.7,2,1,-0.834549782,0.957572291,-0.120200538,0.170389427,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,4.327096548,0.5,0.911897317,107400
2,0.7,0.5,0.875,0.916666667,0.040255099,0.125,-0.28855396,-1.283735758,-1.357242365,1,0.5,1,1,-1.646784545,0.263459433,-0.120200538,-1.00377429,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,91000
2,0.5,0.5,0.125,0.75,-0.472792433,0.125,-0.28855396,0.354766491,-0.240319518,1,0.9,1,3,-0.544835471,-0.794890864,-0.120200538,-1.072283032,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,135750
2,0.5,0.5,0.125,0.583333333,-0.236001264,0.916666667,-0.034399579,-0.616113986,-0.878561145,1,0.5,1,1,-0.234427281,-0.306950143,-0.120200538,-0.438577168,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,127000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,2.717468629,1.619698938,1,0.5,2,1,1.56594022,-0.794890864,-0.120200538,0.480581786,-0.819683508,-0.240978467,0.789470017,-0.761359798,1.389546644,4.327096548,0.5,0.911897317,136500
1,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,-0.287960911,-1.407389921,1,0.7,1,1,-1.243253898,0.460468363,-0.120200538,-0.543243302,-0.819683508,-0.240978467,-1.025689392,1.227164899,-1.062100607,-0.211381153,0.5,-0.933809822,110000
2,0.7,0.5,0.125,0.625,0.009559948,0.125,-0.28855396,-0.269855914,-0.367967843,1,0.5,1,1,0.05011356,1.404278585,-0.120200538,1.192311495,-0.819683508,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,0.911897317,193500
1,0.9,0.7,0.125,0.916666667,1.660520597,0.125,-0.28855396,-1.202263271,0.409319281,1,0.9,1,1,0.451057472,-0.794890864,-0.120200538,-0.339620097,1.107430697,-0.240978467,0.789470017,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,153500
1,0.7,0.5,0.125,0.916666667,-0.900332043,0.125,-0.28855396,2.178844961,1.152414889,1,0.9,1,1,1.035659563,-0.794890864,-0.120200538,0.090462561,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,245000
2,0.5,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.126491997,0.017256567,1,0.7,1,1,-0.252534425,-0.794890864,-0.120200538,-0.857241703,-0.819683508,-0.240978467,-1.025689392,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,126500
1,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,-0.414695892,-1.535038247,1,0.7,1,1,-0.927672239,0.739946147,-0.120200538,-0.078906273,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,0.296661604,168500
2,0.7,0.5,0.125,0.125,-0.9726849,0.125,-0.28855396,1.631168795,0.525570434,1,0.9,1,1,0.357935015,1.761643621,-0.120200538,1.715642163,-0.819683508,-0.240978467,0.789470017,1.227164899,1.389546644,-0.211381153,0.7,1.52713303,260000
1,0.7,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,0.264241504,-0.851207932,1,0.9,1,1,-1.238080428,1.211851258,-0.120200538,0.084753499,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,-0.318574109,174000
1,0.7,0.5,0.625,0.125,-0.9726849,0.125,-0.28855396,0.101296529,-1.015327208,1,0.9,1,1,-1.424325342,0.60707966,-0.120200538,-0.554661426,-0.819683508,-0.240978467,0.789470017,1.227164899,-1.062100607,-0.211381153,0.7,-1.549045535,164500
2,0.5,0.3,0.125,0.125,-0.9726849,0.125,-0.28855396,1.008809515,-0.101274021,1,0.5,2,1,-0.387044641,-0.794890864,10.43034428,0.020050799,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.3,-0.318574109,85000
1,0.7,0.5,0.125,0.916666667,0.316511463,0.125,-0.28855396,-0.373959648,-0.153701011,1,0.9,1,1,-0.446539544,-0.794890864,-0.120200538,-0.999968248,1.107430697,-0.240978467,-1.025689392,-0.761359798,0.163723019,-0.211381153,0.5,-0.933809822,123600
5,0,0,0,0,-0.9726849,0.5,-0.28855396,-1.283735758,-2.410341049,1,0.5,1,3,-0.317202798,-0.794890864,-0.120200538,-0.904817218,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-1.549045535,109900
2,0.5,0.5,0.125,0.625,0.342821593,0.125,-0.28855396,0.153348396,0.404760412,1,0.5,1,1,0.18721051,-0.794890864,-0.120200538,-0.533728199,-0.819683508,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.318574109,98600
3,0.7,0.5,0.125,0.75,0.590575316,0.125,-0.28855396,-0.91484644,-0.413556531,1,0.9,1,1,-0.513794652,-0.794890864,-0.120200538,-1.049446784,1.107430697,-0.240978467,-1.025689392,-0.761359798,-1.062100607,-0.211381153,0.5,-0.933809822,163500
3,0.5,0.3,0.375,0.625,1.320681419,0.125,-0.28855396,-0.903530817,0.35689229,2,0.9,2,1,0.251878883,1.566925492,-0.120200538,1.475861566,-0.819683508,3.947456785,0.789470017,-0.761359798,1.389546644,4.327096548,0.5,1.52713303,133900
1,0.7,0.5,0.125,0.916666667,0.448062112,0.125,-0.28855396,-0.885425819,-0.532087119,1,0.9,1,1,-0.666412012,1.223305266,-0.120200538,0.514836157,1.107430697,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.7,0.296661604,204750
1,0.7,0.7,0.125,0.75,-0.293006546,0.125,-0.28855396,-0.446379637,-0.86032567,1,0.7,1,1,-1.248427368,1.014842328,-0.120200538,-0.086518356,-0.819683508,-0.240978467,0.789470017,1.227164899,0.163723019,-0.211381153,0.5,-0.318574109,185000
1,0.7,0.5,0.625,0.75,1.575012675,0.125,-0.28855396,-0.319644656,1.209400749,1,0.9,1,1,1.100327935,-0.794890864,-0.120200538,0.138038077,-0.819683508,-0.240978467,0.789470017,-0.761359798,0.163723019,-0.211381153,0.7,-0.318574109,214000
